chemical_id	chemical_name	disease_id	disease_name	edge_type
UMLS:C0016875	fusidic acid	UMLS:C0032308	Staphylococcal pneumonia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0034362	Q fever	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035021	Relapsing fever	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035468	Rhinoscleroma	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035585	Disease caused by rickettsiae	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035597	Rickettsialpox	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035793	Rocky Mountain spotted fever	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0035854	Rosacea	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0036472	Scrub typhus	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0037199	Sinusitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0038160	Staphylococcal infectious disease	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0038395	Streptococcal infectious disease	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0039128	Syphilis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0040592	Trachoma	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0041351	Tularemia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0041472	Murine typhus	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0041473	Louse-borne typhus	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0042029	Urinary tract infectious disease	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0042164	Uveitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0042165	Anterior uveitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0043388	Yaws	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0085394	Bacterial infection due to Serratia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0085437	Bacterial meningitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0149704	Gingivostomatitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0149966	Gonorrhea of pharynx	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0152945	Gastrointestinal anthrax	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0152973	Septicemia due to Serratia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0155860	Pneumonia due to Pseudomonas	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0155866	Inhalational anthrax	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0157749	Infectious disorder of joint	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0259799	Punctate keratitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0275556	Acute bacterial sinusitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0275652	Acute gonococcal urethritis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0275665	Gonorrhea of rectum	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0276088	Septicemia due to Escherichia coli	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0276089	Pneumonia due to Escherichia coli	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0339293	Perforation of cornea	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0339968	Neonatal pneumonia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0340354	Q fever endocarditis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0341503	Bacterial peritonitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0343402	Bacterial infection due to Klebsiella pneumoniae	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0456103	Sepsis of the newborn	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0456107	Neonatal meningitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0549398	Meibomianitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0577690	Proteus septicemia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0577708	Escherichia coli urinary tract infection	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0684256	Bacterial septicemia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0729524	Bacterial urinary infection	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0854211	Bacterial keratitis	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C0949083	Nosocomial pneumonia	TREATS_CDtDO
UMLS:C0016875	fusidic acid	UMLS:C1112209	Infectious disease of abdomen	TREATS_CDtDO
UMLS:C0016967	galantamine	UMLS:C0002395	Alzheimer's disease	TREATS_CDtDO
UMLS:C0017066	ganciclovir	UMLS:C0022570	Herpes simplex dendritic keratitis	TREATS_CDtDO
UMLS:C0017066	ganciclovir	UMLS:C0030590	Paroxysmal supraventricular tachycardia	TREATS_CDtDO
UMLS:C0017066	ganciclovir	UMLS:C0206178	Cytomegaloviral retinitis	TREATS_CDtDO
UMLS:C0017245	gemfibrozil	UMLS:C0020557	Hypertriglyceridemia	TREATS_CDtDO
UMLS:C0017440	gentian violet	UMLS:C0700345	Candidal vulvovaginitis	TREATS_CDtDO
UMLS:C0017628	glibenclamide	UMLS:C0011860	type 2 diabetes mellitus	TREATS_CDtDO
UMLS:C0017631	gliclazide	UMLS:C0011860	type 2 diabetes mellitus	TREATS_CDtDO
UMLS:C0017642	glipizide	UMLS:C0011860	type 2 diabetes mellitus	TREATS_CDtDO
UMLS:C0017725	glucose	UMLS:C0020615	Hypoglycemia	TREATS_CDtDO
UMLS:C0017797	glutamine	UMLS:C0036992	Short bowel syndrome	TREATS_CDtDO
UMLS:C0017814	glutaral	UMLS:C0443072	Antiseptic preparation	TREATS_CDtDO
UMLS:C0017845	glutethimide	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0017861	glycerol	UMLS:C0009806	Constipation	TREATS_CDtDO
UMLS:C0017887	glyceryl trinitrate	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0017890	glycine	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0017890	glycine	UMLS:C0010200	Cough	TREATS_CDtDO
UMLS:C0017890	glycine	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0017890	glycine	UMLS:C0035455	Rhinitis	TREATS_CDtDO
UMLS:C0017890	glycine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0017970	glycopyrronium bromide	UMLS:C0024117	chronic obstructive pulmonary disease	TREATS_CDtDO
UMLS:C0017970	glycopyrronium bromide	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0017970	glycopyrronium bromide	UMLS:C0037036	Excessive salivation	TREATS_CDtDO
UMLS:C0018033	aurothioglucose	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0018034	sodium aurothiomalate	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0018165	gramicidin	UMLS:C0005743	Blepharoconjunctivitis	TREATS_CDtDO
UMLS:C0018165	gramicidin	UMLS:C0009768	Bacterial conjunctivitis	TREATS_CDtDO
UMLS:C0018165	gramicidin	UMLS:C0854211	Bacterial keratitis	TREATS_CDtDO
UMLS:C0018242	griseofulvin	UMLS:C0040250	Tinea capitis	TREATS_CDtDO
UMLS:C0018242	griseofulvin	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0018242	griseofulvin	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0018242	griseofulvin	UMLS:C0040261	Onychomycosis due to dermatophyte	TREATS_CDtDO
UMLS:C0018242	griseofulvin	UMLS:C1384589	Tinea cruris	TREATS_CDtDO
UMLS:C0018304	guaiacol	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0018304	guaiacol	UMLS:C0010200	Cough	TREATS_CDtDO
UMLS:C0018304	guaiacol	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0018304	guaiacol	UMLS:C0035455	Rhinitis	TREATS_CDtDO
UMLS:C0018304	guaiacol	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0010200	Cough	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0015967	Fever	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0035455	Rhinitis	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0037195	Sinus headache	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0392171	Influenza-like symptoms	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C0393735	Headache disorder	TREATS_CDtDO
UMLS:C0018305	guaifenesin	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0018312	guanabenz	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0018318	guanethidine	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0033777	Pruritus of genital organs	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0079773	Primary cutaneous T-cell lymphoma	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0018513	halcinonide	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0018546	haloperidol	UMLS:C0033975	Psychotic disorder	TREATS_CDtDO
UMLS:C0018546	haloperidol	UMLS:C0036341	Schizophrenia	TREATS_CDtDO
UMLS:C0018546	haloperidol	UMLS:C0040517	Gilles de la Tourette syndrome	TREATS_CDtDO
UMLS:C0018546	haloperidol	UMLS:C0221765	Chronic schizophrenia	TREATS_CDtDO
UMLS:C0018927	hematin	UMLS:C0151482	Megaloblastic anemia due to folate deficiency	TREATS_CDtDO
UMLS:C0018927	hematin	UMLS:C0162316	Iron deficiency anemia	TREATS_CDtDO
UMLS:C0018959	hematoporphyrin	UMLS:C0153493	lung cancer	TREATS_CDtDO
UMLS:C0018959	hematoporphyrin	UMLS:C0546837	Malignant tumor of esophagus	TREATS_CDtDO
UMLS:C0018988	hemin	UMLS:C0162533	acute porphyria	TREATS_CDtDO
UMLS:C0019453	altretamine	UMLS:C1299247	ovarian cancer	TREATS_CDtDO
UMLS:C0019588	histamine	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0019588	histamine	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0020223	hydralazine	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0020223	hydralazine	UMLS:C0264716	Chronic heart failure	TREATS_CDtDO
UMLS:C0020261	hydrochlorothiazide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0020261	hydrochlorothiazide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0020261	hydrochlorothiazide	UMLS:C0264716	Chronic heart failure	TREATS_CDtDO
UMLS:C0020261	hydrochlorothiazide	UMLS:C0745138	Hypertensive urgency	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C0010200	Cough	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C0030193	Pain	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C0035455	Rhinitis	TREATS_CDtDO
UMLS:C0020264	hydrocodone	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	DOID:0060061	cutaneous T cell lymphoma	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	DOID:0060073	lymphatic system cancer	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0001144	Acne vulgaris	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0001403	Primary adrenocortical insufficiency	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0002880	Autoimmune hemolytic anemia	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0002994	Angioedema	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0003872	psoriatic arthritis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0004364	Autoimmune disease	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0005138	Berylliosis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0005743	Blepharoconjunctivitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0006114	Cerebral edema	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0006444	Bursitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0010032	Corneal abrasion	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0010043	Corneal ulcer	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0010346	Crohn's disease	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0010543	Cyclitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0011606	Erythroderma	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0011608	Dermatitis herpetiformis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0014742	Erythema multiforme	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0015397	Disorder of eye	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0018099	gout	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0019112	Hemorrhoids	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0019829	Hodgkin's lymphoma	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0021355	Infective otitis externa	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0021390	Inflammatory bowel disease	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0022073	Iridocyclitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0022081	Iritis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0022568	Keratitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0023052	Edema of larynx	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0023449	acute lymphocytic leukemia	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0024141	systemic lupus erythematosus	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0026769	multiple sclerosis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0026857	Disorder of musculoskeletal system	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0027726	Nephrotic syndrome	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0029878	Otitis externa	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0030807	Pemphigus	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0033246	Proctitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0033777	Pruritus of genital organs	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0033860	psoriasis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0035439	Rheumatic heart disease	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0035854	Rosacea	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0036202	Sarcoidosis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0036830	Transfusion reaction due to serum protein reaction	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0038013	ankylosing spondylitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0038363	Aphthous ulcer of mouth	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0039103	Synovitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0039503	Tendinitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0039520	Tenosynovitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0040034	thrombocytopenia	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0040147	Thyroiditis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0040896	Infection by larvae of Trichinella spiralis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0042164	Uveitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0043117	Idiopathic thrombocytopenic purpura	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0079773	Primary cutaneous T-cell lymphoma	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0149911	Humoral hypercalcemia of malignancy	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0151467	Severe adrenal insufficiency	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0242459	Löffler's syndrome	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0345468	Transplanted organ rejection	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0375359	ulcerative colitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0405580	Adrenal cortical hypofunction	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0849907	Itching of ear	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C0854211	Bacterial keratitis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C1260899	Diamond-Blackfan anemia	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C1274321	Recurrent herpes simplex labialis	TREATS_CDtDO
UMLS:C0020268	hydrocortisone	UMLS:C1384589	Tinea cruris	TREATS_CDtDO
UMLS:C0020273	hydroflumethiazide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0020273	hydroflumethiazide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0020306	hydroquinone	UMLS:C0025218	Chloasma	TREATS_CDtDO
UMLS:C0020316	hydroxocobalamin	UMLS:C0002892	Pernicious anemia	TREATS_CDtDO
UMLS:C0020316	hydroxocobalamin	UMLS:C0042847	Cobalamin deficiency	TREATS_CDtDO
UMLS:C0020316	hydroxocobalamin	UMLS:C0238080	Toxic effect of cyanide	TREATS_CDtDO
UMLS:C0020336	hydroxychloroquine	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0020336	hydroxychloroquine	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0020336	hydroxychloroquine	UMLS:C0024141	systemic lupus erythematosus	TREATS_CDtDO
UMLS:C0020336	hydroxychloroquine	UMLS:C0024530	malaria	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C0002895	Hb SS disease	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C0025202	melanoma	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C0238425	Hemoglobin SS disease with crisis	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C0278996	Malignant tumor of head and/or neck	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0020402	hydroxycarbamide	UMLS:C1299247	ovarian cancer	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C0042109	Urticaria	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C0343065	Dermatographic urticaria	TREATS_CDtDO
UMLS:C0020404	hydroxyzine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0020789	idarubicin	UMLS:C0023487	acute promyelocytic leukemia	TREATS_CDtDO
UMLS:C0020789	idarubicin	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0020811	idoxuridine	UMLS:C0019357	Herpes simplex keratitis	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0004626	Bacterial pneumonia	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0014121	Bacterial endocarditis	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0014179	Endometritis	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0031154	Peritonitis	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0149725	Lower respiratory tract infection	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0157749	Infectious disorder of joint	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0243001	Abdominal abscess	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0276026	Haemophilus influenzae pneumonia	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0276089	Pneumonia due to Escherichia coli	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0343402	Bacterial infection due to Klebsiella pneumoniae	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0684256	Bacterial septicemia	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C0729524	Bacterial urinary infection	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C1112209	Infectious disease of abdomen	TREATS_CDtDO
UMLS:C0020933	imipenem	UMLS:C1263758	Female genital tract infection	TREATS_CDtDO
UMLS:C0020934	imipramine	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0020934	imipramine	UMLS:C0270327	Nocturnal enuresis	TREATS_CDtDO
UMLS:C0021186	indapamide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0021186	indapamide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0021547	inositol	UMLS:C0020443	Hypercholesterolemia	TREATS_CDtDO
UMLS:C0021547	inositol	UMLS:C0020474	Mixed hyperlipidemia	TREATS_CDtDO
UMLS:C0021547	inositol	UMLS:C0020557	Hypertriglyceridemia	TREATS_CDtDO
UMLS:C0021547	inositol	UMLS:C0030783	Niacin deficiency	TREATS_CDtDO
UMLS:C0021547	inositol	UMLS:C0473527	Hypoalphalipoproteinemia	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0009663	Condyloma acuminatum	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0023434	chronic lymphocytic leukemia	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0024301	Follicular non-Hodgkin's lymphoma	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0025202	melanoma	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0276535	Kaposi's sarcoma associated with AIDS	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0524909	Chronic type B viral hepatitis	TREATS_CDtDO
UMLS:C0021735	interferon alfa-2b	UMLS:C0524910	Chronic hepatitis C	TREATS_CDtDO
UMLS:C0021978	clioquinol	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0021978	clioquinol	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0021978	clioquinol	UMLS:C1384589	Tinea cruris	TREATS_CDtDO
UMLS:C0022028	iopanoic acid	UMLS:C0358514	Diagnostic aid	TREATS_CDtDO
UMLS:C0022059	iproniazid	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0022154	isocarboxazid	UMLS:C1269683	Major depressive disorder	TREATS_CDtDO
UMLS:C0022209	isoniazid	UMLS:C0041327	Pulmonary tuberculosis	TREATS_CDtDO
UMLS:C0022209	isoniazid	UMLS:C0275959	Acute tuberculosis	TREATS_CDtDO
UMLS:C0022209	isoniazid	UMLS:C0275966	Inactive tuberculosis	TREATS_CDtDO
UMLS:C0022237	isopropanol	UMLS:C0443072	Antiseptic preparation	TREATS_CDtDO
UMLS:C0022245	isoprenaline	UMLS:C0004245	Atrioventricular block	TREATS_CDtDO
UMLS:C0022245	isoprenaline	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0022245	isoprenaline	UMLS:C0018790	Cardiac arrest	TREATS_CDtDO
UMLS:C0022245	isoprenaline	UMLS:C0020683	Hypovolemic shock	TREATS_CDtDO
UMLS:C0022245	isoprenaline	UMLS:C0600177	Low cardiac output syndrome	TREATS_CDtDO
UMLS:C0022251	isosorbide	UMLS:C0028840	Ocular hypertension	TREATS_CDtDO
UMLS:C0022252	isosorbide dinitrate	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0022252	isosorbide dinitrate	UMLS:C0264716	Chronic heart failure	TREATS_CDtDO
