dc_struct_id,compound_umlscui,compound_name,relationship,dc_disease_id,disease_umlscui,disease_name,disease_umls_semantic_type,etype,salt,base,in_semmed,salt_in_semmed,base_in_semmed
4826,C0961965,metreleptin,indication,40249092,C0220989,Acquired partial lipodystrophy,T047,TREATS_CDtDO,,,False,False,False
2638,C0039871,thiotepa,indication,21013445,C0149615,Allogeneic bone marrow transplantation,T061,TREATS_CDtDO,,,False,False,False
3442,C0301042,phenoxyethanol,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
4742,C0005740,bleomycin,indication,40248961,C0007873,cervical cancer,T191,TREATS_CDtDO,C0005739,,True,False,False
395,C3666439,brimonidine,indication,40249080,C0035854,Rosacea,T047,TREATS_CDtDO,,,False,False,False
4818,C3818757,florbetaben F18,indication,40249050,C0032743,Positron emission tomography,T060,TREATS_CDtDO,,,False,False,False
1118,C0541315,everolimus,indication,21006016,C1458155,breast cancer,T191,TREATS_CDtDO,,,False,False,False
1118,C0541315,everolimus,indication,21013974,C1562029,Hormone receptor positive malignant neoplasm of breast,T191,TREATS_CDtDO,,,False,False,False
2480,C0075262,stiripentol,indication,21001093,C0014544,epilepsy,T047,TREATS_CDtDO,,,True,False,False
2480,C0075262,stiripentol,indication,40249082,C0751122,Severe myoclonic epilepsy in infancy,T047,TREATS_CDtDO,,,True,False,False
4756,C0286382,polaprezinc,indication,21002035,C0030920,Peptic ulcer,T047,TREATS_CDtDO,,,False,False,False
4819,C3489682,delamanid,indication,40249083,C0206525,Drug resistant tuberculosis,T047,TREATS_CDtDO,,,False,False,False
790,C0049065,decitabine,indication,21000485,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,True,False,False
823,C0075765,detajmium,indication,21001574,C0085612,Ventricular arrhythmia,T046,TREATS_CDtDO,,,False,False,False
823,C0075765,detajmium,indication,21001575,C0428974,Supraventricular arrhythmia,T046,TREATS_CDtDO,,,False,False,False
1299,C0017631,gliclazide,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,True,False,False
4820,C1313052,tasimelteon,indication,40249084,C0393772,Non-24 hour sleep-wake cycle,T033,TREATS_CDtDO,,,False,False,False
4774,C0059726,etohexadiol,indication,40249069,C0021572,Insect repellent,T131,TREATS_CDtDO,,,False,False,False
4116,C1453642,telavancin,indication,21001819,C0004626,Bacterial pneumonia,T047,TREATS_CDtDO,C2730005,,True,False,False
4806,C3667599,vortioxetine,indication,21000952,C1269683,Major depressive disorder,T048,TREATS_CDtDO,,,False,False,False
483,C0771426,captodiame,indication,4264789,C0003469,Anxiety disorder,T048,TREATS_CDtDO,,,False,False,False
147,C1367795,ambroxol,indication,21001752,C0242429,Sore throat symptom,T184,TREATS_CDtDO,,C0002421,True,False,True
981,C0209315,ecabet,indication,21002035,C0030920,Peptic ulcer,T047,TREATS_CDtDO,,,False,False,False
3839,C0662811,tasosartan,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,False,False,False
2591,C0603972,tenitramine,indication,21001460,C0002962,Angina pectoris,T033,TREATS_CDtDO,,,False,False,False
2354,C0753318,ramatroban,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,,,False,False,False
4418,C0011134,diethyltoluamide,indication,40249069,C0021572,Insect repellent,T131,TREATS_CDtDO,,,False,False,False
4413,C3652699,dibromotyrosine,indication,21000580,C0020550,Hyperthyroidism,T047,TREATS_CDtDO,,,False,False,False
4412,C0282128,diamorphine,indication,21003084,C0278140,Severe pain,T184,TREATS_CDtDO,,C0011892,False,False,True
715,C0771259,clortermine,indication,21003145,C0003125,Anorexia nervosa,T048,TREATS_CDtDO,,,False,False,False
2223,C0026234,plicamycin,indication,21004191,C1333010,testicular cancer,T191,TREATS_CDtDO,,,True,False,False
4788,C0025397,mercurochrome,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
4752,C1171274,levobetaxolol,indication,21001205,C0017601,glaucoma,T047,TREATS_CDtDO,C0876234,,False,False,False
4752,C1171274,levobetaxolol,indication,21001204,C0028840,Ocular hypertension,T047,TREATS_CDtDO,C0876234,,False,True,False
2427,C0074246,secnidazole,indication,21000021,C0017536,Giardiasis,T047,TREATS_CDtDO,,,True,False,False
2427,C0074246,secnidazole,indication,21000398,C0040921,Infection by Trichomonas,T047,TREATS_CDtDO,,,True,False,False
497,C0006983,carbimazole,indication,21000580,C0020550,Hyperthyroidism,T047,TREATS_CDtDO,,,True,False,False
497,C0006983,carbimazole,indication,40249069,C0154138,Graves' disease,T047,TREATS_CDtDO,,,True,False,False
1810,C0123429,miltefosine,indication,21000238,C0023290,visceral leishmaniasis,T047,TREATS_CDtDO,,,True,False,False
2435,C0084528,sertindole,indication,21000948,C0036341,Schizophrenia,T048,TREATS_CDtDO,,,True,False,False
2747,C0077147,trimazosin,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,C0888485,,True,False,False
4807,C3667657,riociguat,indication,40249070,C2363973,Chronic thromboembolic pulmonary hypertension,T047,TREATS_CDtDO,,,False,False,False
4807,C3667657,riociguat,indication,21013784,C2973725,Pulmonary arterial hypertension,T047,TREATS_CDtDO,,,False,False,False
2703,C0040382,tolperisone,indication,21002855,C0026838,Spasticity,T184,TREATS_CDtDO,C1564420,,True,False,False
4809,C3692493,macitentan,indication,21013784,C2973725,Pulmonary arterial hypertension,T047,TREATS_CDtDO,,,False,False,False
2173,C0071074,pinacidil,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
958,C0048808,doxifluridine,indication,21000517,C1306632,Primary malignant neoplasm of gastrointestinal tract,T191,TREATS_CDtDO,,,False,False,False
4301,C2983948,Flutemetamol (18F),indication,40249050,C0032743,Positron emission tomography,T060,TREATS_CDtDO,,,False,False,False
4622,C3496839,linaclotide,indication,21002116,C0022104,Irritable bowel syndrome,T047,TREATS_CDtDO,,,False,False,False
3644,C0672663,vinflunine,indication,40249066,C0007138,Transitional cell carcinoma,T191,TREATS_CDtDO,C2700251,,True,False,False
4300,C2606637,elvitegravir,indication,21000157,C0019693,Human immunodeficiency virus infection,T047,TREATS_CDtDO,,,False,False,False
2044,C0144576,paclitaxel,indication,40249067,C0346976,Secondary malignant neoplasm of pancreas,T191,TREATS_CDtDO,,,True,False,False
1429,C0165032,imiquimod,indication,4348634,C0043037,Verruca,T047,TREATS_CDtDO,,,True,False,False
2104,C0937858,perflutren,indication,40249068,C0013516,Echocardiography,T060,TREATS_CDtDO,,,False,False,False
2998,C0145106,teicoplanin,indication,4344906,C0038160,Staphylococcal infectious disease,T047,TREATS_CDtDO,,,True,False,False
4233,C1700695,sugammadex,indication,21004571,C0412773,Reversal of neuromuscular blockade,T061,TREATS_CDtDO,C2350811,,False,False,False
4716,C2987417,ponatinib,indication,21013661,C1960397,Philadelphia chromosome-positive acute lymphoblastic leukemia,T191,TREATS_CDtDO,C2981174,,False,False,False
4804,C0677829,palifermin,indication,21003472,C0392190,Mucositis following radiation therapy,T046,TREATS_CDtDO,,,True,False,False
4804,C0677829,palifermin,indication,21003517,C1274988,Drug-induced mucositis,T047,TREATS_CDtDO,,,False,False,False
4141,C1742789,udenafil,indication,21002383,C0242350,Impotence,T047,TREATS_CDtDO,,,False,False,False
2672,C0076703,tinoridine,indication,21003079,C0030193,Pain,T184,TREATS_CDtDO,,,False,False,False
4113,C1620287,prasugrel,indication,21001456,C0948089,Acute coronary syndrome,T047,TREATS_CDtDO,C2683417,,True,False,False
2063,C0915142,parecoxib,indication,21003081,C2215257,Acute postoperative pain,T184,TREATS_CDtDO,,,False,False,False
4634,C3497721,teriflunomide,indication,21001078,C0026769,multiple sclerosis,T047,TREATS_CDtDO,,,False,False,False
4365,C2001572,vernakalant,indication,21013671,C0004238,Atrial fibrillation,T047,TREATS_CDtDO,,,False,False,False
1807,C1321596,miglustat,indication,40249065,C0220756,"Niemann-Pick disease, type C",T047,TREATS_CDtDO,,,True,False,False
4318,C2987648,afatinib,indication,21013650,C1960925,"Non-small cell lung cancer, positive for epidermal growth factor receptor expression",T191,TREATS_CDtDO,C3273321,,False,False,False
4303,C2725262,eslicarbazepine acetate,indication,40249061,C0014544,epilepsy,T047,TREATS_CDtDO,,,False,False,False
4641,C0724614,levmetamfetamine,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,,,False,False,False
4622,C3496839,linaclotide,indication,21006768,C1868889,Irritable bowel syndrome characterized by constipation,T047,TREATS_CDtDO,,,False,False,False
4622,C3496839,linaclotide,indication,21013442,C0267509,Chronic idiopathic constipation,T047,TREATS_CDtDO,,,False,False,False
2230,C0032901,prajmalium,indication,21001574,C0085612,Ventricular arrhythmia,T046,TREATS_CDtDO,,,True,False,False
654,C0008803,cinnarizine,indication,21003056,C0042571,Vertigo,T184,TREATS_CDtDO,,,True,False,False
654,C0008803,cinnarizine,indication,21003223,C0027497,Nausea,T184,TREATS_CDtDO,,,False,False,False
654,C0008803,cinnarizine,indication,21003375,C0026603,Motion sickness,T047,TREATS_CDtDO,,,True,False,False
1298,C0350998,glibornuride,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,True,False,False
4805,C3539953,dolutegravir,indication,21000157,C0019693,Human immunodeficiency virus infection,T047,TREATS_CDtDO,,,False,False,False
43,C0050403,aceclofenac,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,True,False,False
43,C0050403,aceclofenac,indication,21002827,C0038013,ankylosing spondylitis,T047,TREATS_CDtDO,,,True,False,False
43,C0050403,aceclofenac,indication,21002811,C0029408,Osteoarthritis,T047,TREATS_CDtDO,,,True,False,False
43,C0050403,aceclofenac,indication,40249059,C1306835,Adhesive capsulitis of shoulder,T047,TREATS_CDtDO,,,False,False,False
43,C0050403,aceclofenac,indication,21002836,C0004604,Backache,T184,TREATS_CDtDO,,,True,False,False
4794,C0018165,gramicidin,indication,21001286,C0009768,Bacterial conjunctivitis,T047,TREATS_CDtDO,,,True,False,False
4794,C0018165,gramicidin,indication,21001299,C0729587,Infective blepharitis,T047,TREATS_CDtDO,,,False,False,False
4794,C0018165,gramicidin,indication,21001284,C0005743,Blepharoconjunctivitis,T047,TREATS_CDtDO,,,False,False,False
4794,C0018165,gramicidin,indication,21001259,C0854211,Bacterial keratitis,T047,TREATS_CDtDO,,,False,False,False
4785,C1960121,sinecatechins,indication,21000204,C0009663,Condyloma acuminatum,T047,TREATS_CDtDO,,,False,False,False
4785,C1960121,sinecatechins,indication,40249060,C0343730,Perianal warts,T047,TREATS_CDtDO,,,False,False,False
4779,C0071042,sodium picosulfate,indication,40249051,C0009378,Colonoscopy,T060,TREATS_CDtDO,,,False,False,False
4706,C0018034,sodium aurothiomalate,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,True,False,False
2027,C0700460,oxprenolol,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,C0030040,False,False,True
2027,C0700460,oxprenolol,indication,21001460,C0002962,Angina pectoris,T033,TREATS_CDtDO,,C0030040,False,False,True
2027,C0700460,oxprenolol,indication,21001574,C0085612,Ventricular arrhythmia,T046,TREATS_CDtDO,,C0030040,False,False,False
2027,C0700460,oxprenolol,indication,21000967,C0003467,Anxiety,T041,TREATS_CDtDO,,C0030040,False,False,False
1930,C3266849,nifurtoinol,indication,21002320,C0042029,Urinary tract infectious disease,T047,TREATS_CDtDO,,,False,False,False
4116,C1453642,telavancin,indication,21008226,C2349530,Pneumonia due to Staphylococcus aureus,T047,TREATS_CDtDO,C2730005,,False,False,False
4727,C0953467,tacalcitol,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
4723,C0075432,succinimide,indication,21000700,C0020501,Primary hyperoxaluria,T047,TREATS_CDtDO,,,False,False,False
579,C0054425,ceruletide,indication,21001931,C0358514,Diagnostic aid,T130,TREATS_CDtDO,,,False,False,False
4797,C0037532,sodium nitrite,indication,21003365,C0238080,Toxic effect of cyanide,T037,TREATS_CDtDO,,,True,False,False
4790,C0037518,sodium hypochlorite,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,,False,False,False
4684,C2698764,perampanel,indication,40249061,C0014544,epilepsy,T047,TREATS_CDtDO,,,False,False,False
4665,C0054053,brilliant green,indication,40249062,C0150259,Infection protection,T061,TREATS_CDtDO,,,False,False,False
4653,C0055339,chloramphenicol succinate,indication,4266732,C0036117,Salmonella infection,T047,TREATS_CDtDO,,,False,False,False
4653,C0055339,chloramphenicol succinate,indication,40249063,C0041466,Typhoid fever,T047,TREATS_CDtDO,,,True,False,False
4179,C0291216,gadobutrol,indication,21012052,C0024485,Magnetic resonance imaging,T060,TREATS_CDtDO,,,False,False,False
3035,C0006020,boric acid,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
2105,C0701028,pergolide,indication,21001054,C0242422,Parkinsonism,T047,TREATS_CDtDO,,,False,False,False
99,C0971637,agomelatine,indication,21000952,C1269683,Major depressive disorder,T048,TREATS_CDtDO,,,True,False,False
2878,C0211011,ziconotide,indication,40249045,C0423673,Pain in spine,T184,TREATS_CDtDO,C1577317,,False,False,False
4184,C1999375,ticagrelor,indication,21001675,C0085096,Peripheral vascular disease,T047,TREATS_CDtDO,,,False,False,False
4192,C2745274,tafamidis,indication,21000779,C0002726,Amyloidosis,T047,TREATS_CDtDO,C2745275,,False,False,False
4190,C2931926,ruxolitinib,indication,40249046,C0376544,hematologic cancer,T191,TREATS_CDtDO,C3247907,,False,False,False
4188,C0043832,deferiprone,indication,40249047,C0005283,beta thalassemia,T047,TREATS_CDtDO,,,True,False,False
4188,C0043832,deferiprone,indication,40249048,C0282193,Iron overload,T047,TREATS_CDtDO,,,True,False,False
4799,C2935023,vilanterol,indication,21001847,C0008677,Chronic bronchitis,T047,TREATS_CDtDO,,,False,False,False
4799,C2935023,vilanterol,indication,21001855,C0034067,Pulmonary emphysema,T047,TREATS_CDtDO,,,False,False,False
4799,C2935023,vilanterol,indication,21011215,C0024117,chronic obstructive pulmonary disease,T047,TREATS_CDtDO,,,False,False,False
4800,C3541342,radium Ra 223 dichloride,indication,40249016,C0376358,prostate cancer,T191,TREATS_CDtDO,,,False,False,False
4326,C1956497,laropiprant,indication,40249049,C0242339,Dyslipidemia,T047,TREATS_CDtDO,,,False,False,False
4285,C3475363,Florbetapir F-18,indication,40249050,C0032743,Positron emission tomography,T060,TREATS_CDtDO,,,False,False,False
4473,C3485036,prepopik,indication,40249051,C0009378,Colonoscopy,T060,TREATS_CDtDO,,,False,False,False
3391,C0028476,noxytiolin,indication,21002308,C0600041,Infective cystitis,T047,TREATS_CDtDO,,,False,False,False
205,C0002711,amyl nitrite,indication,21003365,C0238080,Toxic effect of cyanide,T037,TREATS_CDtDO,,,True,False,False
3229,C0060825,fumaric acid,indication,21002683,C0033860,psoriasis,T047,TREATS_CDtDO,,,True,False,False
1921,C0028053,nicotinyl alcohol,indication,21004038,C0025281,Ménière's disease,T047,TREATS_CDtDO,,,False,False,False
1921,C0028053,nicotinyl alcohol,indication,21000707,C0020473,Hyperlipidemia,T047,TREATS_CDtDO,,,False,False,False
1263,C0771792,aminohydroxybutyric acid,indication,21001105,C0014544,epilepsy,T047,TREATS_CDtDO,,,False,False,False
166,C0002563,aminolevulinic acid,indication,21002708,C0022602,Actinic keratosis,T191,TREATS_CDtDO,C0876231,,True,False,False
4677,C0062941,omacetaxine mepesuccinate,indication,21000488,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,True,False,False
4180,C0065023,fidaxomicin,indication,40249052,C0343386,Clostridium difficile infection,T047,TREATS_CDtDO,,,False,False,False
4148,C0304433,epicriptine,indication,21013500,C0011268,Senile dementia,T048,TREATS_CDtDO,,,False,False,False
4148,C0304433,epicriptine,indication,21012458,C0002395,Alzheimer's disease,T047,TREATS_CDtDO,,,False,False,False
3131,C0166532,delmopinol,indication,4342380,C0011389,Dental plaque,T047,TREATS_CDtDO,,,True,False,False
433,C0006403,bupranolol,indication,21001211,C0017601,glaucoma,T047,TREATS_CDtDO,,,True,False,False
433,C0006403,bupranolol,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,False,False,False
2255,C0657912,pregabalin,indication,21000971,C0270549,Generalized anxiety disorder,T048,TREATS_CDtDO,,,True,False,False
1041,C0059506,erdosteine,indication,21003357,C0261486,Accidental poisoning by lead and its compounds and fumes,T037,TREATS_CDtDO,,,False,False,False
4340,C1958126,alogliptin,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,C2698057,,False,False,False
2626,C0700559,thiamylal,indication,21003024,C0002915,General anesthesia,T061,TREATS_CDtDO,,C0039855,False,False,False
4755,C3555537,technetium Tc 99m tilmanocept,indication,40249040,C0358514,Diagnostic aid,T130,TREATS_CDtDO,,,False,False,False
1876,C0068377,nalmefene,indication,21000996,C0001973,Alcoholism,T048,TREATS_CDtDO,C0771297,,True,True,False
1279,C0073629,ganirelix,indication,21003458,C0029967,Ovulation induction,T061,TREATS_CDtDO,C0872894,,False,False,False
1267,C0118538,gadoterate meglumine,indication,21012052,C0024485,Magnetic resonance imaging,T060,TREATS_CDtDO,,,False,False,False
3502,C0913506,prucalopride,indication,21002114,C0009806,Constipation,T184,TREATS_CDtDO,,,True,False,False
4757,C0058218,dimethyl fumarate,indication,21001080,C0026769,multiple sclerosis,T047,TREATS_CDtDO,,,False,False,False
4758,C3556179,canagliflozin,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,False,False,False
4304,C3555622,dapagliflozin,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,False,False,False
3312,C4019965,ivabradine,indication,21001460,C0002962,Angina pectoris,T033,TREATS_CDtDO,,,False,False,False
4410,C1955474,plerixafor,indication,21000480,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,False,False,False
4330,C0253355,pixantrone,indication,21000478,DOID:0060073,lymphatic system cancer,T191,TREATS_CDtDO,C2826149,,True,False,False
4329,C1872203,pasireotide,indication,21000627,C0001622,Hypercortisolism,T047,TREATS_CDtDO,,,False,False,False
4308,C0963839,lasofoxifene,indication,21002899,C0029458,Postmenopausal osteoporosis,T047,TREATS_CDtDO,C2825304,,True,False,False
1672,C0025219,melatonin,indication,40249043,C0021603,Disorders of initiating and maintaining sleep,T047,TREATS_CDtDO,,,False,False,False
4745,C3490329,glycerol phenylbutyrate,indication,40249037,C0154246,Disorder of the urea cycle metabolism,T047,TREATS_CDtDO,,,False,False,False
24,C0170531,phenylbutanoic acid,indication,40249037,C0154246,Disorder of the urea cycle metabolism,T047,TREATS_CDtDO,,,False,False,False
4746,C3535787,pomalidomide,indication,21000480,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,False,False,False
4483,C2001856,carfilzomib,indication,21000480,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,False,False,False
4747,C2604635,mipomersen,indication,21000702,C0342881,Familial hypercholesterolemia - homozygous,T019,TREATS_CDtDO,,,False,False,False
3642,C1570906,vildagliptin,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,True,False,False
4234,C3281393,peginesatide,indication,40249039,C1561828,Anemia in chronic kidney disease,T047,TREATS_CDtDO,,,False,False,False
4654,C3537697,regorafenib,indication,21004733,C0238198,Gastrointestinal stromal tumor,T191,TREATS_CDtDO,,,False,False,False
4749,C3537519,ospemifene,indication,21013942,C1384606,Dyspareunia,T033,TREATS_CDtDO,,,False,False,False
4744,C2744960,crofelemer,indication,21000158,C0267436,Non-infective diarrhea,T047,TREATS_CDtDO,,,False,False,False
4748,C0243449,quifenadine,indication,21003174,C0037383,Sneezing,T033,TREATS_CDtDO,,,False,False,False
4748,C0243449,quifenadine,indication,21005429,C0018621,Seasonal allergic rhinitis,T047,TREATS_CDtDO,,,False,False,False
4748,C0243449,quifenadine,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,,,False,False,False
4748,C0243449,quifenadine,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,,,False,False,False
4742,C0005740,bleomycin,indication,21000552,C0018671,head and neck cancer,T191,TREATS_CDtDO,C0005739,,True,False,False
4742,C0005740,bleomycin,indication,4342132,C0019829,Hodgkin's lymphoma,T191,TREATS_CDtDO,C0005739,,True,False,False
4742,C0005740,bleomycin,indication,21000478,DOID:0060073,lymphatic system cancer,T191,TREATS_CDtDO,C0005739,,True,False,False
4728,C0076092,tenidap,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,True,False,False
4750,C0055152,cetyl alcohol,indication,21002955,C0035220,Respiratory distress syndrome in the newborn,T047,TREATS_CDtDO,,,False,False,False
730,C0216971,colfosceril palmitate,indication,21002955,C0035220,Respiratory distress syndrome in the newborn,T047,TREATS_CDtDO,,,True,False,False
4738,C0077539,tyloxapol,indication,21002955,C0035220,Respiratory distress syndrome in the newborn,T047,TREATS_CDtDO,,,False,False,False
4751,C0982166,fomivirsen,indication,21000207,C0206178,Cytomegaloviral retinitis,T047,TREATS_CDtDO,,,True,False,False
323,C0005059,benzocaine,indication,21003119,C0152030,Skin irritation,T184,TREATS_CDtDO,C0887581,,False,False,False
349,C0005310,betamethasone acetate,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
432,C0006400,bupivacaine,indication,21004043,C0002928,Local anesthetic intrathecal block,T061,TREATS_CDtDO,C0887621,,False,False,False
489,C0006949,carbamazepine,indication,21001105,C0014544,epilepsy,T047,TREATS_CDtDO,,,True,False,False
492,C0006976,carbenicillin,indication,21002364,C0033581,Prostatitis,T047,TREATS_CDtDO,C0813202,,True,False,False
537,C0060400,cefixime,indication,21001379,C0271429,Acute otitis media,T047,TREATS_CDtDO,,,True,False,False
537,C0060400,cefixime,indication,21001846,C0856695,Acute exacerbation of chronic bronchitis,T047,TREATS_CDtDO,,,False,False,False
537,C0060400,cefixime,indication,21001757,C0041912,Upper respiratory infection,T047,TREATS_CDtDO,,,True,False,False
530,C0007546,cefazolin,indication,21002804,C0157749,Infectious disorder of joint,T047,TREATS_CDtDO,C0700526,,False,False,False
527,C0007541,cefamandole,indication,21002129,C0341503,Bacterial peritonitis,T047,TREATS_CDtDO,C1707322,,True,False,False
527,C0007541,cefamandole,indication,21001817,C1260917,Proteus pneumonia,T047,TREATS_CDtDO,C1707322,,False,False,False
556,C0053882,cefprozil,indication,21001834,C0339933,Acute bacterial bronchitis,T047,TREATS_CDtDO,,,False,False,False
559,C0007559,ceftazidime,indication,21000102,C2887096,Sepsis due to Pseudomonas,T047,TREATS_CDtDO,C3273890,,False,False,False
550,C0007557,cefoxitin,indication,21000110,C0684256,Bacterial septicemia,T047,TREATS_CDtDO,C0700446,,False,False,False
555,C0108938,cefpodoxime proxetil,indication,21001742,C0275556,Acute bacterial sinusitis,T047,TREATS_CDtDO,,,False,False,False
555,C0108938,cefpodoxime proxetil,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,,False,False,False
555,C0108938,cefpodoxime proxetil,indication,21001385,C0729586,Infective otitis media,T047,TREATS_CDtDO,,,False,False,False
564,C0007561,ceftriaxone,indication,21001812,C0085394,Bacterial infection due to Serratia,T047,TREATS_CDtDO,C0700527,,False,False,False
564,C0007561,ceftriaxone,indication,21002339,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,C0700527,,False,False,False
563,C0282391,ceftizoxime,indication,21002605,C1096562,Peptostreptococcus infection,T047,TREATS_CDtDO,,C0007560,False,False,False
574,C0037490,cefalotin,indication,21001801,C0276026,Haemophilus influenzae pneumonia,T047,TREATS_CDtDO,,C0007735,False,False,False
575,C0085905,cefapirin,indication,21001488,C0520767,Staphylococcal endocarditis,T047,TREATS_CDtDO,,C0007737,False,False,False
565,C0007562,cefuroxime,indication,21001740,C0275556,Acute bacterial sinusitis,T047,TREATS_CDtDO,C0701852,,False,False,False
659,C0008809,ciprofloxacin,indication,21000261,C0275652,Acute gonococcal urethritis,T047,TREATS_CDtDO,C0282104,,True,False,False
659,C0008809,ciprofloxacin,indication,21001372,C0021355,Infective otitis externa,T047,TREATS_CDtDO,C0282104,,False,False,False
645,C0008783,cimetidine,indication,21002024,C0013295,Duodenal ulcer disease,T047,TREATS_CDtDO,C0304539,,True,False,False
85,C0001367,aciclovir,indication,21000165,C0008049,Varicella,T047,TREATS_CDtDO,C0282040,,True,False,False
144,C0002403,amantadine,indication,21001070,C0015371,Extrapyramidal disease,T047,TREATS_CDtDO,C0936072,,True,False,False
749,C0010547,cyclizine,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,C0600197,,False,False,False
138,C0002335,alprostadil,indication,21004626,C0242855,Congenital atresia of the pulmonary valve,T019,TREATS_CDtDO,,,False,False,False
157,C0002499,amikacin,indication,21002615,C0014347,Infection due to Enterobacteriaceae,T047,TREATS_CDtDO,C0002501,,False,False,False
157,C0002499,amikacin,indication,21002113,C0349774,Diverticulitis of gastrointestinal tract,T047,TREATS_CDtDO,C0002501,,False,False,False
192,C0002645,amoxicillin,indication,21001744,C0275556,Acute bacterial sinusitis,T047,TREATS_CDtDO,C0887551,,True,False,False
197,C0002679,amphotericin B,indication,21000344,C0004030,Aspergillosis,T047,TREATS_CDtDO,C0051761,,True,False,False
197,C0002679,amphotericin B,indication,21000328,C0239295,Candidiasis of the esophagus,T047,TREATS_CDtDO,C0051761,,True,False,False
197,C0002679,amphotericin B,indication,21000301,C0043388,Yaws,T047,TREATS_CDtDO,C0051761,,False,False,False
257,C0286651,atorvastatin,indication,21001463,C0002962,Angina pectoris,T033,TREATS_CDtDO,C2698196,,False,False,False
242,C0299792,aripiprazole,indication,21013430,C0270425,Bipolar disorder in remission,T048,TREATS_CDtDO,,,False,False,False
279,C2746099,aztreonam,indication,21002159,C1112209,Infectious disease of abdomen,T047,TREATS_CDtDO,,,False,False,False
276,C0052796,azithromycin,indication,21000073,C2733595,Pulmonary Mycobacterium avium complex infection,T047,TREATS_CDtDO,,,False,False,False
277,C0004499,azlocillin,indication,21001807,C0032290,Aspiration pneumonia,T047,TREATS_CDtDO,C0701436,,False,False,False
348,C0005308,betamethasone,indication,21003393,C0345468,Transplanted organ rejection,T046,TREATS_CDtDO,,,False,False,False
1547,C0286036,lansoprazole,indication,21002024,C0013295,Duodenal ulcer disease,T047,TREATS_CDtDO,,,False,False,False
1659,C0025147,medroxyprogesterone,indication,21003454,C0700589,Contraception,T061,TREATS_CDtDO,,,False,False,False
1659,C0025147,medroxyprogesterone,indication,21000461,C0153685,Secondary malignant neoplasm of kidney,T191,TREATS_CDtDO,,,False,False,False
1650,C0025042,meclofenamic acid,indication,21002811,C0029408,Osteoarthritis,T047,TREATS_CDtDO,C0025041,,False,True,False
1612,C0024027,lovastatin,indication,21008593,C0342882,Familial hypercholesterolemia - heterozygous,T019,TREATS_CDtDO,,,True,False,False
1647,C0025033,mechlorethamine,indication,21000471,C0019829,Hodgkin's lymphoma,T191,TREATS_CDtDO,C0600266,,True,True,False
671,C0008929,clemastine,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,C0546858,,False,True,False
671,C0008929,clemastine,indication,21002744,C0343065,Dermatographic urticaria,T047,TREATS_CDtDO,C0546858,,False,False,False
734,C0010137,cortisone acetate,indication,21001252,C0423234,Punctate keratopathy,T033,TREATS_CDtDO,,,False,False,False
734,C0010137,cortisone acetate,indication,21000169,C1275687,Herpes zoster keratitis,T047,TREATS_CDtDO,,,False,False,False
814,C0908935,desloratadine,indication,21002743,C0578870,Chronic idiopathic urticaria,T047,TREATS_CDtDO,,,True,False,False
